FAN_WORK_FILENAME,FAN_WORK_WORD_INDEX,FAN_WORK_WORD,FAN_WORK_ORTH_ID,ORIGINAL_SCRIPT_WORD_INDEX,ORIGINAL_SCRIPT_WORD,ORIGINAL_SCRIPT_ORTH_ID,ORIGINAL_SCRIPT_CHARACTER,ORIGINAL_SCRIPT_SCENE,BEST_MATCH_DISTANCE,BEST_LEVENSHTEIN_DISTANCE,BEST_COMBINED_DISTANCE
fanworks/m28c_abby_and_the_mystery_baby_ch2-clean.txt,781,"""",15884554869126768810,2132,"""",15884554869126768810,m20c_mary_anne_and_the_zoo_mystery_ch2.txt,1,0.08357051950876249,16,1.3371283121401998
fanworks/m28c_abby_and_the_mystery_baby_ch2-clean.txt,782,I,4690420944186131903,2133,i,5097672513440128799,m20c_mary_anne_and_the_zoo_mystery_ch2.txt,1,0.08357051950876249,16,1.3371283121401998
fanworks/m28c_abby_and_the_mystery_baby_ch2-clean.txt,783,said,17573686707662795042,2134,said,17573686707662795042,m20c_mary_anne_and_the_zoo_mystery_ch2.txt,1,0.08357051950876249,16,1.3371283121401998
fanworks/m28c_abby_and_the_mystery_baby_ch2-clean.txt,784,.,12646065887601541794,2135,.,12646065887601541794,m20c_mary_anne_and_the_zoo_mystery_ch2.txt,1,0.08357051950876249,16,1.3371283121401998
fanworks/m28c_abby_and_the_mystery_baby_ch2-clean.txt,785,"""",15884554869126768810,2136,"""",15884554869126768810,m20c_mary_anne_and_the_zoo_mystery_ch2.txt,1,0.08357051950876249,16,1.3371283121401998
fanworks/m28c_abby_and_the_mystery_baby_ch2-clean.txt,786,He,1692983299745037067,2137,especially,13751905263548122051,m20c_mary_anne_and_the_zoo_mystery_ch2.txt,1,0.08357051950876249,16,1.3371283121401998
fanworks/m28c_abby_and_the_mystery_baby_ch2-clean.txt,852,"""",15884554869126768810,2132,"""",15884554869126768810,m20c_mary_anne_and_the_zoo_mystery_ch2.txt,1,0.054370454489749864,15,0.815556817346248
fanworks/m28c_abby_and_the_mystery_baby_ch2-clean.txt,853,I,4690420944186131903,2133,i,5097672513440128799,m20c_mary_anne_and_the_zoo_mystery_ch2.txt,1,0.054370454489749864,15,0.815556817346248
fanworks/m28c_abby_and_the_mystery_baby_ch2-clean.txt,854,said,17573686707662795042,2134,said,17573686707662795042,m20c_mary_anne_and_the_zoo_mystery_ch2.txt,1,0.054370454489749864,15,0.815556817346248
fanworks/m28c_abby_and_the_mystery_baby_ch2-clean.txt,855,.,12646065887601541794,2135,.,12646065887601541794,m20c_mary_anne_and_the_zoo_mystery_ch2.txt,1,0.054370454489749864,15,0.815556817346248
fanworks/m28c_abby_and_the_mystery_baby_ch2-clean.txt,856,"""",15884554869126768810,2136,"""",15884554869126768810,m20c_mary_anne_and_the_zoo_mystery_ch2.txt,1,0.054370454489749864,15,0.815556817346248
fanworks/m28c_abby_and_the_mystery_baby_ch2-clean.txt,857,All,3199372179527662625,2137,especially,13751905263548122051,m20c_mary_anne_and_the_zoo_mystery_ch2.txt,1,0.054370454489749864,15,0.815556817346248
fanworks/m28c_abby_and_the_mystery_baby_ch2-clean.txt,1139,"""",15884554869126768810,2132,"""",15884554869126768810,m20c_mary_anne_and_the_zoo_mystery_ch2.txt,1,0.07157221665056102,17,1.2167276830595373
fanworks/m28c_abby_and_the_mystery_baby_ch2-clean.txt,1140,I,4690420944186131903,2133,i,5097672513440128799,m20c_mary_anne_and_the_zoo_mystery_ch2.txt,1,0.07157221665056102,17,1.2167276830595373
fanworks/m28c_abby_and_the_mystery_baby_ch2-clean.txt,1141,said,17573686707662795042,2134,said,17573686707662795042,m20c_mary_anne_and_the_zoo_mystery_ch2.txt,1,0.07157221665056102,17,1.2167276830595373
fanworks/m28c_abby_and_the_mystery_baby_ch2-clean.txt,1142,.,12646065887601541794,2135,.,12646065887601541794,m20c_mary_anne_and_the_zoo_mystery_ch2.txt,1,0.07157221665056102,17,1.2167276830595373
fanworks/m28c_abby_and_the_mystery_baby_ch2-clean.txt,1143,"""",15884554869126768810,2136,"""",15884554869126768810,m20c_mary_anne_and_the_zoo_mystery_ch2.txt,1,0.07157221665056102,17,1.2167276830595373
fanworks/m28c_abby_and_the_mystery_baby_ch2-clean.txt,1144,Who,4965177937666302486,2137,especially,13751905263548122051,m20c_mary_anne_and_the_zoo_mystery_ch2.txt,1,0.07157221665056102,17,1.2167276830595373
fanworks/m28c_abby_and_the_mystery_baby_ch2-clean.txt,1259,interested,207255285173834361,2131,fine,16884455833306854589,m20c_mary_anne_and_the_zoo_mystery_ch2.txt,1,0.09453286702349972,15,1.4179930053524958
fanworks/m28c_abby_and_the_mystery_baby_ch2-clean.txt,1260,"""",15884554869126768810,2132,"""",15884554869126768810,m20c_mary_anne_and_the_zoo_mystery_ch2.txt,1,0.09453286702349972,15,1.4179930053524958
fanworks/m28c_abby_and_the_mystery_baby_ch2-clean.txt,1261,I,4690420944186131903,2133,i,5097672513440128799,m20c_mary_anne_and_the_zoo_mystery_ch2.txt,1,0.09453286702349972,15,1.4179930053524958
fanworks/m28c_abby_and_the_mystery_baby_ch2-clean.txt,1262,said,17573686707662795042,2134,said,17573686707662795042,m20c_mary_anne_and_the_zoo_mystery_ch2.txt,1,0.09453286702349972,15,1.4179930053524958
fanworks/m28c_abby_and_the_mystery_baby_ch2-clean.txt,1263,.,12646065887601541794,2135,.,12646065887601541794,m20c_mary_anne_and_the_zoo_mystery_ch2.txt,1,0.09453286702349972,15,1.4179930053524958
fanworks/m28c_abby_and_the_mystery_baby_ch2-clean.txt,1264,"""",15884554869126768810,2136,"""",15884554869126768810,m20c_mary_anne_and_the_zoo_mystery_ch2.txt,1,0.09453286702349972,15,1.4179930053524958
fanworks/m28c_abby_and_the_mystery_baby_ch2-clean.txt,2385,if,12446819118446800910,2627,if,12446819118446800910,m20c_mary_anne_and_the_zoo_mystery_ch2.txt,1,0.04265885208824627,10,0.4265885208824627
fanworks/m28c_abby_and_the_mystery_baby_ch2-clean.txt,2386,you,7624161793554793053,2628,we,16064069575701507746,m20c_mary_anne_and_the_zoo_mystery_ch2.txt,1,0.04265885208824627,10,0.4265885208824627
fanworks/m28c_abby_and_the_mystery_baby_ch2-clean.txt,2387,do,2158845516055552166,2629,do,2158845516055552166,m20c_mary_anne_and_the_zoo_mystery_ch2.txt,1,0.04265885208824627,10,0.4265885208824627
fanworks/m28c_abby_and_the_mystery_baby_ch2-clean.txt,2388,n't,2043519015752540944,2630,n't,2043519015752540944,m20c_mary_anne_and_the_zoo_mystery_ch2.txt,1,0.04265885208824627,10,0.4265885208824627
