FAN_WORK_FILENAME,FAN_WORK_WORD_INDEX,FAN_WORK_WORD,FAN_WORK_ORTH_ID,ORIGINAL_SCRIPT_WORD_INDEX,ORIGINAL_SCRIPT_WORD,ORIGINAL_SCRIPT_ORTH_ID,ORIGINAL_SCRIPT_CHARACTER,ORIGINAL_SCRIPT_SCENE,BEST_MATCH_DISTANCE,BEST_LEVENSHTEIN_DISTANCE,BEST_COMBINED_DISTANCE
fanworks/m28c_abby_and_the_mystery_baby_ch2-clean.txt,1737,.,12646065887601541794,2109,.,12646065887601541794,m31c_mary_anne_and_the_music_box_secret_ch2.txt,1,0.07554693869594453,14,1.0576571417432235
fanworks/m28c_abby_and_the_mystery_baby_ch2-clean.txt,1738,"""",15884554869126768810,2110,"""",15884554869126768810,m31c_mary_anne_and_the_music_box_secret_ch2.txt,1,0.07554693869594453,14,1.0576571417432235
fanworks/m28c_abby_and_the_mystery_baby_ch2-clean.txt,1739,I,4690420944186131903,2111,i,5097672513440128799,m31c_mary_anne_and_the_music_box_secret_ch2.txt,1,0.07554693869594453,14,1.0576571417432235
fanworks/m28c_abby_and_the_mystery_baby_ch2-clean.txt,1740,think,16875814820671380748,2112,know,7743033266031195906,m31c_mary_anne_and_the_music_box_secret_ch2.txt,1,0.07554693869594453,14,1.0576571417432235
fanworks/m28c_abby_and_the_mystery_baby_ch2-clean.txt,1741,he,1655312771067108281,2113,it,10239237003504588839,m31c_mary_anne_and_the_music_box_secret_ch2.txt,1,0.07554693869594453,14,1.0576571417432235
fanworks/m28c_abby_and_the_mystery_baby_ch2-clean.txt,1742,'s,16428057658620181782,2114,'s,16428057658620181782,m31c_mary_anne_and_the_music_box_secret_ch2.txt,1,0.07554693869594453,14,1.0576571417432235
fanworks/059c_mallory_hates_boys_and_gym_ch2-clean.txt,543,known,5728469152687233228,1916,known,5728469152687233228,m31c_mary_anne_and_the_music_box_secret_ch2.txt,1,0.08536982954028671,13,1.1098077840237273
fanworks/059c_mallory_hates_boys_and_gym_ch2-clean.txt,544,as,7437575085468336610,1917,as,7437575085468336610,m31c_mary_anne_and_the_music_box_secret_ch2.txt,1,0.08536982954028671,13,1.1098077840237273
fanworks/059c_mallory_hates_boys_and_gym_ch2-clean.txt,545,Squirt,2213022813595230572,1918,squirt,3083366420693831474,m31c_mary_anne_and_the_music_box_secret_ch2.txt,1,0.08536982954028671,13,1.1098077840237273
fanworks/059c_mallory_hates_boys_and_gym_ch2-clean.txt,546,.,12646065887601541794,1919,.,12646065887601541794,m31c_mary_anne_and_the_music_box_secret_ch2.txt,1,0.08536982954028671,13,1.1098077840237273
fanworks/059c_mallory_hates_boys_and_gym_ch2-clean.txt,547,Her,452811260292132302,1920,her,4115755726172261197,m31c_mary_anne_and_the_music_box_secret_ch2.txt,1,0.08536982954028671,13,1.1098077840237273
